,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Tempature,Wind Speed
187,Portland,US,45.52,-122.68,09/10/20,90,29,80.6,8.05
188,Jermuk,AM,39.84,45.67,09/10/20,1,69,52.27,2.84
189,Ongandjera,,-17.88,15.07,09/10/20,0,24,66.38,7.49
190,Viedma,AR,-40.81,-63.0,09/10/20,75,33,68.0,7.0
191,Manaus,BR,-3.1,-60.02,09/10/20,75,74,82.4,4.7
192,Pasaje,EC,-3.33,-79.82,09/10/20,90,78,75.2,6.58
193,General Bravo,MX,25.8,-99.17,09/10/20,98,57,74.37,22.37
194,Chui,UY,-33.7,-53.46,09/10/20,0,66,52.21,5.03
195,Cootamundra,AU,-34.65,148.03,09/10/20,0,79,46.76,8.52
196,La Asuncion,VE,11.03,-63.86,09/10/20,49,50,95.0,16.11
197,Maamba,ZM,-17.37,27.15,09/10/20,0,34,62.94,2.68
198,Hualmay,PE,-11.1,-77.61,09/10/20,24,73,63.57,9.06
199,Port Elizabeth,ZA,-33.92,25.57,09/10/20,90,93,60.8,17.22
200,Khandyga,RU,62.67,135.6,09/10/20,0,69,47.1,1.72
201,Tura,IN,25.52,90.22,09/10/20,100,98,74.16,5.01
202,Santa Marta,CO,11.24,-74.2,09/10/20,99,67,89.01,10.02
203,Kuah,MY,6.33,99.84,09/10/20,40,94,77.0,8.05
204,Bagdarin,RU,54.43,113.6,09/10/20,100,91,48.36,0.94
205,Elizabeth City,US,36.29,-76.25,09/10/20,20,88,84.99,4.7
206,Fortuna,US,40.6,-124.16,09/10/20,1,77,64.4,6.93
207,Mwinilunga,ZM,-11.74,24.43,09/10/20,44,38,54.32,4.45
208,San Nicolas,PH,18.17,120.6,09/10/20,20,94,75.2,3.36
209,Salalah,OM,17.02,54.09,09/10/20,40,83,78.8,3.36
210,Umm Hājar,TD,13.3,19.7,09/10/20,100,73,76.1,21.92
211,Kieta,PG,-6.22,155.63,09/10/20,54,69,82.78,1.95
212,Chifeng,CN,42.27,118.96,09/10/20,100,91,56.48,15.7
213,Antsirabe,MG,-19.85,47.03,09/10/20,43,83,51.57,4.34
214,Mathathane,BW,-22.27,28.75,09/10/20,0,48,63.68,11.68
215,Shitanjing,CN,39.23,106.34,09/10/20,56,37,60.48,5.35
216,Cherskiy,RU,68.75,161.3,09/10/20,45,70,46.09,5.17
217,Eureka,US,40.8,-124.16,09/10/20,90,77,64.0,4.7
218,Vila Velha,BR,-20.33,-40.29,09/10/20,64,73,75.2,17.22
219,Nome,US,64.5,-165.41,09/10/20,90,81,48.99,16.11
220,Geraldton,AU,-28.77,114.6,09/10/20,2,93,44.6,4.7
221,Kozluk,TR,38.19,41.49,09/10/20,0,48,66.2,8.05
222,Tayshet,RU,55.93,98.0,09/10/20,100,95,45.5,9.24
223,Arman',RU,59.7,150.17,09/10/20,45,63,48.85,10.38
224,Dobryatino,RU,55.51,41.32,09/10/20,50,90,50.94,10.58
225,San Ignacio,BZ,17.16,-89.07,09/10/20,40,56,95.0,6.93
226,Suez,EG,29.97,32.53,09/10/20,0,79,78.28,9.04
227,Juba,SS,4.85,31.58,09/10/20,6,83,72.88,3.02
228,Beringovskiy,RU,63.05,179.32,09/10/20,100,93,48.4,17.54
229,Vestmannaeyjar,IS,63.44,-20.27,09/10/20,100,88,50.43,21.54
230,Praia da Vitória,PT,38.73,-27.07,09/10/20,20,88,73.0,2.91
231,San Patricio,MX,19.22,-104.7,09/10/20,40,75,89.6,9.17
232,Kiryat Gat,IL,31.61,34.76,09/10/20,0,80,82.0,3.11
233,San Quintín,MX,30.48,-115.95,09/10/20,0,37,82.22,11.12
234,Dayong,CN,25.02,118.29,09/10/20,20,94,80.6,2.24
235,Ulladulla,AU,-35.35,150.47,09/10/20,75,93,51.8,5.82
236,Surgut,RU,61.25,73.42,09/10/20,100,76,57.2,6.71
237,Aklavik,CA,68.22,-135.01,09/10/20,90,80,41.0,8.05
238,Pevek,RU,69.7,170.31,09/10/20,100,94,41.97,8.19
239,Bonthe,SL,7.53,-12.51,09/10/20,100,91,76.15,13.62
240,Pisco,PE,-13.7,-76.22,09/10/20,18,68,66.2,14.99
241,Bambanglipuro,ID,-7.95,110.28,09/10/20,64,85,75.18,5.5
242,Grindavik,IS,63.84,-22.43,09/10/20,75,93,48.2,9.17
243,Nioro,GM,13.35,-15.75,09/10/20,66,92,78.22,5.37
244,Rafaela,AR,-31.25,-61.49,09/10/20,0,40,73.0,4.0
245,San Cristobal,VE,7.77,-72.22,09/10/20,40,49,89.6,8.05
246,Kahului,US,20.89,-156.47,09/10/20,40,46,89.6,25.28
247,Handan,CN,36.6,114.47,09/10/20,0,76,63.25,5.39
248,Poum,NC,-20.23,164.02,09/10/20,0,71,71.04,9.13
249,Makakilo City,US,21.35,-158.09,09/10/20,1,48,87.8,11.41
250,Nanaimo,CA,49.17,-123.94,09/10/20,0,45,84.0,2.91
251,Puquio,PE,-14.7,-74.13,09/10/20,60,35,58.98,7.81
252,Mhlume,SZ,-26.03,31.85,09/10/20,31,77,64.4,2.24
253,Novi Grad,BA,45.05,16.38,09/10/20,99,76,61.56,0.56
254,Saint George,US,37.1,-113.58,09/10/20,1,15,78.8,4.7
255,Chino Valley,US,34.76,-112.45,09/10/20,1,17,77.0,4.7
256,San José de las Lajas,CU,22.96,-82.15,09/10/20,40,70,87.01,8.05
257,Belmonte,BR,-15.86,-38.88,09/10/20,0,69,73.4,9.17
258,Quatre Cocos,MU,-20.21,57.76,09/10/20,75,83,72.0,14.99
259,Wittingen,DE,52.73,10.74,09/10/20,75,93,51.8,1.12
260,Torres,BR,-29.34,-49.73,09/10/20,65,88,60.84,2.26
261,Dingle,PH,11.0,122.67,09/10/20,26,87,76.14,2.66
262,Alice Springs,AU,-23.7,133.88,09/10/20,0,38,59.0,4.7
263,Awjilah,LY,29.11,21.29,09/10/20,0,69,76.82,15.08
264,Beneditinos,BR,-5.45,-42.37,09/10/20,59,30,95.0,6.93
265,Maragogi,BR,-9.01,-35.22,09/10/20,0,83,74.07,11.72
266,Santa Isabel,BR,-23.32,-46.22,09/10/20,34,26,89.6,5.82
267,Rawicz,PL,51.61,16.86,09/10/20,22,68,60.01,1.95
268,The Valley,AI,18.22,-63.06,09/10/20,20,66,86.0,11.41
269,Dubréka,GN,9.79,-13.52,09/10/20,75,83,80.6,6.93
270,Verāval,IN,20.9,70.37,09/10/20,100,84,80.44,9.15
271,Eldorado,BR,-23.79,-54.28,09/10/20,8,44,80.94,5.48
272,Ciudad Guayana,VE,8.35,-62.65,09/10/20,93,80,81.25,3.0
273,Shalinskoye,RU,55.72,93.76,09/10/20,99,91,38.43,4.05
274,Changping,CN,40.22,116.22,09/10/20,100,82,72.0,4.47
275,Berdigestyakh,RU,62.1,126.7,09/10/20,96,76,48.88,3.89
276,Amarillo,US,35.22,-101.83,09/10/20,90,76,53.01,9.17
277,Nador,MA,35.17,-2.93,09/10/20,0,83,73.4,4.7
278,Touros,BR,-5.2,-35.46,09/10/20,20,83,77.0,11.41
279,Vao,NC,-22.67,167.48,09/10/20,65,70,67.75,14.58
280,Pochutla,MX,15.74,-96.47,09/10/20,90,74,84.0,11.41
281,Coquimbo,CL,-29.95,-71.34,09/10/20,0,67,60.8,16.11
282,Lubango,AO,-14.92,13.49,09/10/20,0,41,59.52,3.78
283,Pedernales,DO,18.04,-71.74,09/10/20,75,70,86.0,11.41
284,Altay,CN,47.87,88.12,09/10/20,3,65,40.42,1.59
285,Alugan,PH,12.22,125.48,09/10/20,19,85,77.25,4.32
286,Ciudad Bolivar,VE,8.12,-63.55,09/10/20,43,67,85.84,3.89
287,Port Lincoln,AU,-34.73,135.87,09/10/20,92,69,63.3,2.33
288,Kuandian,CN,40.73,124.78,09/10/20,10,93,57.45,4.45
289,Weligama,LK,5.97,80.42,09/10/20,99,87,77.61,10.96
290,Bondoukou,CI,8.03,-2.8,09/10/20,90,95,70.66,2.66
291,Ancud,CL,-41.87,-73.82,09/10/20,99,76,48.99,13.27
292,Ponta do Sol,PT,32.67,-17.1,09/10/20,40,69,73.4,6.93
293,Taltal,CL,-25.4,-70.48,09/10/20,53,73,58.46,0.49
294,Honningsvåg,NO,70.98,25.97,09/10/20,20,93,46.4,1.12
295,Kavieng,PG,-2.57,150.8,09/10/20,26,71,83.84,9.04
296,Ngama,TD,11.78,17.17,09/10/20,100,80,76.75,12.73
297,Samarai,PG,-10.62,150.67,09/10/20,68,82,76.05,15.46
298,Revelstoke,CA,50.98,-118.2,09/10/20,1,47,75.2,2.24
299,Syrskoye,RU,52.57,39.5,09/10/20,40,71,57.2,6.71
300,Coyhaique,CL,-45.58,-72.07,09/10/20,90,75,42.8,6.93
301,Bela,IN,25.93,81.98,09/10/20,57,62,81.97,1.39
302,Belyy Yar,RU,53.6,91.39,09/10/20,36,93,42.8,2.24
303,Plouzané,FR,48.38,-4.62,09/10/20,0,93,55.4,5.82
304,Nalgonda,IN,17.05,79.27,09/10/20,100,85,77.83,6.78
305,Sinnamary,GF,5.38,-52.95,09/10/20,5,80,80.58,12.84
306,Lüderitz,,-26.65,15.16,09/10/20,0,51,67.14,6.53
307,Haines Junction,CA,60.75,-137.51,09/10/20,82,54,55.17,0.76
308,Merritt Island,US,28.54,-80.67,09/10/20,75,74,86.0,5.82
309,Ambilobe,MG,-13.2,49.05,09/10/20,60,73,67.91,3.71
310,Ranau,MY,5.95,116.66,09/10/20,20,94,77.0,3.36
311,Yangambi,CD,0.81,24.43,09/10/20,85,99,70.61,2.44
312,Kismayo,SO,-0.36,42.55,09/10/20,0,81,77.41,13.49
313,Machico,PT,32.7,-16.77,09/10/20,40,69,73.4,6.93
314,Beloha,MG,-25.17,45.05,09/10/20,99,65,74.01,0.89
315,Mt. Pleasant,US,32.79,-79.86,09/10/20,1,83,84.0,8.05
316,Jijiga,ET,9.35,42.8,09/10/20,15,59,67.03,9.06
317,Jackson,US,42.42,-122.83,09/10/20,90,9,97.0,6.44
318,Sechura,PE,-5.56,-80.82,09/10/20,10,63,70.21,19.19
319,Hurghada,EG,27.26,33.81,09/10/20,0,79,86.0,4.65
320,São Félix do Xingu,BR,-6.64,-51.99,09/10/20,9,33,88.47,2.68
321,Tiarei,PF,-17.53,-149.33,09/10/20,40,65,82.4,5.82
322,Tuatapere,NZ,-46.13,167.68,09/10/20,81,77,48.99,1.01
323,Khovd,MN,48.01,91.64,09/10/20,23,71,40.64,1.43
324,Lar,IN,26.2,83.97,09/10/20,77,83,81.52,5.53
325,Port Hedland,AU,-20.32,118.57,09/10/20,0,94,68.0,5.82
326,Buraidah,SA,26.33,43.98,09/10/20,20,25,87.8,3.36
327,Deputatsky,RU,69.3,139.9,09/10/20,0,67,43.68,1.41
328,Lufilufi,WS,-13.87,-171.6,09/10/20,40,74,87.8,6.93
329,Benguela,AO,-12.58,13.41,09/10/20,76,79,72.27,2.24
330,Suntar,RU,62.14,117.63,09/10/20,100,96,44.26,1.39
331,Misratah,LY,32.38,15.09,09/10/20,0,82,78.06,6.71
332,Northam,GB,51.03,-4.22,09/10/20,61,89,54.0,3.0
333,Codrington,AU,-38.27,141.97,09/10/20,94,62,55.99,11.01
334,Safford,US,32.83,-109.71,09/10/20,1,36,80.6,3.36
335,Kangaatsiaq,GL,68.31,-53.46,09/10/20,58,76,38.01,4.47
336,Antofagasta,CL,-23.65,-70.4,09/10/20,75,77,59.0,9.17
337,Mpanda,TZ,-6.37,31.04,09/10/20,45,50,65.82,2.33
338,Bereda,ES,43.27,-7.54,09/10/20,56,98,64.99,5.01
339,Lewisville,US,33.05,-96.99,09/10/20,90,77,70.0,6.93
340,Komsomol'skoye,RU,55.26,47.55,09/10/20,99,61,61.27,19.22
341,Necochea,AR,-38.55,-58.74,09/10/20,50,59,59.0,15.99
342,Pangody,RU,65.85,74.49,09/10/20,26,91,55.51,11.7
343,Dubti,ET,11.74,41.09,09/10/20,8,39,93.52,2.66
344,Valdivia,CL,-39.81,-73.25,09/10/20,90,62,53.6,11.41
345,Port Blair,IN,11.67,92.75,09/10/20,100,84,80.83,9.82
346,Berbera,SO,10.44,45.01,09/10/20,0,56,90.32,8.12
347,Naifaru,MV,5.44,73.37,09/10/20,77,78,81.23,15.88
348,Riohacha,CO,11.54,-72.91,09/10/20,45,78,84.45,13.06
349,Nacala,MZ,-14.54,40.67,09/10/20,0,81,71.6,10.0
350,Santa Lucía,ES,27.91,-15.54,09/10/20,20,73,75.0,28.86
351,Kencong,ID,-8.28,113.37,09/10/20,60,90,71.26,2.19
352,Filingué,NE,14.35,3.32,09/10/20,30,51,89.85,11.99
353,Kenai,US,60.55,-151.26,09/10/20,1,50,55.4,7.9
354,Teya,RU,60.38,92.63,09/10/20,0,89,39.36,0.96
355,Sozimskiy,RU,59.74,52.25,09/10/20,98,83,52.93,12.21
356,Freeport,US,40.66,-73.58,09/10/20,20,78,80.01,6.93
357,Pozo Colorado,PY,-23.49,-58.8,09/10/20,64,28,89.02,5.21
358,Mvomero,TZ,-6.25,38.67,09/10/20,24,85,71.38,2.37
359,Porbandar,IN,21.64,69.61,09/10/20,100,81,80.87,8.37
360,Lao Cai,VN,22.48,103.95,09/10/20,100,76,77.0,1.43
361,Richards Bay,ZA,-28.78,32.04,09/10/20,92,77,67.37,8.66
362,Meulaboh,ID,4.14,96.13,09/10/20,98,77,75.99,3.94
363,Guangming,CN,45.33,122.78,09/10/20,48,88,52.95,14.58
